from_totally_fake_account,recency,frequency,monetary,r_score,f_score,m_score
9944,0,891,18644.61,1,1,2
9951,0,806,24889.3,1,1,3
9983,0,1630,21154.19,1,4,3
10000,3,917,20152.39,3,1,2
10004,0,1749,18261.47,1,4,2
10021,0,1161,13115.64,1,3,1
10062,0,979,12917.03,1,1,1
10078,0,1057,26410.51,1,2,3
10092,0,1115,33489.99,1,2,4
10099,0,1184,30489.75,1,3,4
10126,1,1431,34285.46,2,3,4
10130,0,1111,33327.68,1,2,4
10134,0,1208,24656.36,1,3,3
10141,0,1898,34356.08,1,4,4
10145,0,2134,18353.37,1,4,2
10147,3,831,29972.11,3,1,4
10156,0,1095,18676.37,1,2,2
10179,0,1682,19112.86,1,4,2
10180,2,868,20442.02,2,1,2
10209,0,1123,32359.36,1,2,4
10215,0,1153,28614.38,1,2,3
10253,0,1797,20128.04,1,4,2
10254,1,914,16778.02,2,1,1
10259,0,1637,21842.23,1,4,3
10280,0,836,12562.95,1,1,1
10300,0,1048,21919.62,1,2,3
10314,0,1089,21605.51,1,2,3
10320,0,1013,17385.74,1,2,1
10356,0,1833,17366.64,1,4,1
10371,0,1653,23974.11,1,4,3
10386,0,905,16919.52,1,1,1
10402,0,1268,19967.46,1,3,2
10410,0,1042,32980.95,1,2,4
10432,0,896,20914.72,1,1,2
10442,0,910,16720.28,1,1,1
10451,0,1031,31147.68,1,2,4
10454,0,1113,27466.399999999998,1,2,3
10464,0,558,15918.86,1,1,1
10479,0,1074,22805.29,1,2,3
10485,0,2177,19211.31,1,4,2
10514,0,1759,20710.8,1,4,2
10520,0,1186,17244.09,1,3,1
10521,0,821,18221.7,1,1,2
10538,0,1607,18806.84,1,4,2
10572,0,1016,15926.960000000001,1,2,1
10581,0,1783,22412.23,1,4,3
10586,2,762,16489.63,2,1,1
10592,1,1074,15618.28,2,2,1
10605,3,596,32744.41,3,1,4
10606,0,929,20903.16,1,1,2
10634,0,1105,18458.829999999998,1,2,2
10636,0,1267,20080.88,1,3,2
10641,0,1228,29457.36,1,3,4
10659,1,1212,33227.58,2,3,4
10693,0,950,15692.6,1,1,1
10695,0,1524,36550.53,1,4,4
10696,0,1401,25012.57,1,3,3
10709,0,1833,15509.12,1,4,1
10716,0,957,15518.19,1,1,1
10740,1,986,21848.36,2,1,3
10743,0,1102,31296.64,1,2,4
10765,1,959,30904.95,2,1,4
10794,0,1469,25437.53,1,3,3
10813,0,1769,22875.45,1,4,3
10819,0,1165,16117.87,1,3,1
10826,0,2030,19609.97,1,4,2
10855,0,1081,30643.24,1,2,4
10866,0,1634,20094.26,1,4,2
10913,1,1263,26374.329999999998,2,3,3
10937,0,1816,29648.4,1,4,4
10944,0,1153,26226.76,1,2,3
10963,0,1189,20184.78,1,3,2
10983,1,1194,29551.09,2,3,4
11008,0,894,18473.35,1,1,2
11012,0,1331,31356.36,1,3,4
11039,0,1039,13144.17,1,2,1
11054,0,1188,13947.16,1,3,1
11056,0,1156,15005.67,1,3,1
11057,0,1338,15949.21,1,3,1
11096,0,1589,15489.87,1,4,1
11099,2,1003,13237.83,2,2,1
11100,0,1004,30892.079999999998,1,2,4
11105,0,1564,34351.81,1,4,4
11111,0,1199,15598.58,1,3,1
11120,0,1554,23317.58,1,4,3
11124,0,1440,17702.36,1,3,2
11133,1,888,27848.06,2,1,3
11137,0,1188,28306.97,1,3,3
11143,0,1769,18178.0,1,4,2
11145,0,1026,15742.68,1,2,1
11163,0,845,19172.86,1,1,2
11167,0,1268,19972.1,1,3,2
11171,0,1860,17925.2,1,4,2
11177,0,1920,30424.25,1,4,4
11182,0,1654,23388.19,1,4,3
11183,0,1060,32132.79,1,2,4
11197,0,933,11588.59,1,1,1
11202,0,1802,13801.92,1,4,1
11211,0,1067,18452.73,1,2,2
11213,0,1087,17128.59,1,2,1
11232,0,2055,19200.12,1,4,2
11237,0,699,13197.71,1,1,1
11239,0,1608,22650.2,1,4,3
11252,0,1652,35399.38,1,4,4
11256,0,1066,19130.47,1,2,2
11303,0,1321,20995.43,1,3,2
11314,0,2134,33974.69,1,4,4
11343,2,1101,20194.95,2,2,2
11347,0,1291,20013.26,1,3,2
11370,1,881,16042.5,2,1,1
11379,0,1392,32048.68,1,3,4
11382,2,954,15204.47,2,1,1
11401,0,1036,18978.49,1,2,2
11405,0,1862,38581.98,1,4,4
11417,2,973,18932.37,2,1,2
11420,0,984,14979.9,1,1,1
11421,0,1093,13913.93,1,2,1
11426,0,1491,35000.89,1,3,4
11448,0,1591,20855.62,1,4,2
11451,0,1172,29981.43,1,3,4
11454,0,1571,21399.53,1,4,3
11460,0,1372,18576.27,1,3,2
11466,1,1117,17997.37,2,2,2
11475,0,1542,32231.260000000002,1,4,4
11494,0,1339,17115.81,1,3,1
11505,0,1697,30182.95,1,4,4
11550,0,1696,12772.4,1,4,1
11559,0,1270,21225.36,1,3,3
11563,1,1248,18480.13,2,3,2
11568,1,1191,15436.84,2,3,1
11570,1,987,18540.61,2,1,2
11577,0,1158,17796.86,1,3,2
11613,0,1776,29951.84,1,4,4
11619,0,1075,20646.0,1,2,2
11620,1,1145,34297.94,2,2,4
11628,0,2107,37487.19,1,4,4
11630,0,1151,26450.59,1,2,3
11636,0,744,15639.48,1,1,1
11648,0,1266,20679.4,1,3,2
11662,0,1192,27086.89,1,3,3
11673,0,899,31512.27,1,1,4
11680,3,1051,13895.01,3,2,1
11683,3,673,19080.16,3,1,2
11694,0,766,29718.22,1,1,4
11729,0,1406,30065.86,1,3,4
11734,0,963,21801.41,1,1,3
11742,0,702,28070.98,1,1,3
11755,0,1036,18741.24,1,2,2
11756,0,1811,33807.32,1,4,4
11762,0,1544,18136.920000000002,1,4,2
11765,0,1228,17338.78,1,3,1
11786,0,1166,14892.36,1,3,1
11813,0,974,12393.29,1,1,1
11821,0,1657,24726.24,1,4,3
11822,1,924,31163.24,2,1,4
11823,1,1258,17623.41,2,3,1
11827,0,1610,31684.77,1,4,4
11872,1,671,29096.96,2,1,4
11907,0,1245,23518.97,1,3,3
11921,0,1202,17806.61,1,3,2
11926,0,1254,31370.66,1,3,4
11961,3,725,25403.01,3,1,3
11964,0,1052,19551.18,1,2,2
11965,0,1095,30987.29,1,2,4
11971,1,1052,21930.87,2,2,3
11976,0,1927,33457.51,1,4,4
11988,0,1303,12745.05,1,3,1
12001,0,1126,27264.0,1,2,3
12006,1,817,16370.55,2,1,1
12026,2,825,13840.99,2,1,1
12035,0,1682,23850.81,1,4,3
12048,1,1024,31013.61,2,2,4
12060,0,1774,23635.31,1,4,3
12069,0,1139,26399.54,1,2,3
12095,0,993,17569.71,1,2,1
12101,0,1341,23265.05,1,3,3
12122,3,641,10337.67,3,1,1
12127,1,1059,18174.23,2,2,2
12144,0,948,19846.66,1,1,2
12148,0,1309,19627.16,1,3,2
12154,0,1065,24151.54,1,2,3
12164,0,1341,32140.54,1,3,4
12179,0,933,30847.19,1,1,4
12182,0,1021,15670.58,1,2,1
12184,0,1123,15670.87,1,2,1
12190,1,1268,36834.48,2,3,4
12197,0,1482,36340.03,1,3,4
12202,0,994,31887.9,1,2,4
12229,0,1031,14380.02,1,2,1
12259,0,1579,14636.21,1,4,1
12290,0,1040,19544.15,1,2,2
12316,1,1373,19385.99,2,3,2
12329,0,1134,24397.04,1,2,3
12351,0,966,28735.8,1,1,3
12356,0,1318,22256.23,1,3,3
12359,0,1142,22717.49,1,2,3
12378,0,1657,17302.14,1,4,1
12384,0,1479,22072.32,1,3,3
12387,0,1681,18526.12,1,4,2
12391,0,1105,18435.18,1,2,2
12396,1,715,16257.41,2,1,1
12403,0,1323,29628.76,1,3,4
12407,0,1857,18172.95,1,4,2
12424,0,932,26949.24,1,1,3
12435,0,1610,22018.35,1,4,3
12443,0,1055,17376.34,1,2,1
12470,1,1444,34289.5,2,3,4
12478,0,1060,18015.04,1,2,2
12501,0,1466,23851.63,1,3,3
12520,0,879,25337.45,1,1,3
12525,0,1113,33876.98,1,2,4
12542,0,1924,20123.43,1,4,2
12563,0,1318,21106.39,1,3,3
12568,0,1123,30935.27,1,2,4
12585,0,1420,21566.6,1,3,3
12630,0,1314,30211.54,1,3,4
12649,0,1732,21857.51,1,4,3
12650,0,851,25947.57,1,1,3
12652,0,1651,32116.86,1,4,4
12658,0,988,17827.12,1,1,2
12665,0,1639,29256.95,1,4,4
12673,0,1194,18743.45,1,3,2
12695,0,865,32251.99,1,1,4
12699,0,1103,23633.96,1,2,3
12709,0,1370,34105.42,1,3,4
12728,0,914,35288.06,1,1,4
12733,0,1849,13957.69,1,4,1
12738,3,1397,31985.54,3,3,4
12774,0,2265,36886.27,1,4,4
12781,0,1068,17699.5,1,2,1
12782,0,1392,33624.54,1,3,4
12800,0,1080,17186.82,1,2,1
12818,0,1465,22334.57,1,3,3
12831,0,1377,37194.04,1,3,4
12903,0,1972,32389.53,1,4,4
12913,0,1672,20832.42,1,4,2
12929,0,920,16031.52,1,1,1
12935,0,1056,29637.93,1,2,4
12964,0,934,26733.03,1,1,3
12971,0,1748,21783.04,1,4,3
12988,0,1189,21409.41,1,3,3
12993,0,1073,19372.29,1,2,2
13001,0,1163,13481.43,1,3,1
13019,0,896,13381.13,1,1,1
13023,2,779,14319.26,2,1,1
13047,0,1034,17336.19,1,2,1
13054,2,1431,22284.78,2,3,3
13055,2,824,22520.26,2,1,3
13069,0,2337,25669.28,1,4,3
13072,0,1352,23706.01,1,3,3
13100,0,1610,26079.7,1,4,3
13133,1,883,16879.05,2,1,1
13148,0,1595,18738.23,1,4,2
13152,0,1964,18991.92,1,4,2
13165,0,896,34788.74,1,1,4
13174,0,1078,19736.88,1,2,2
13205,0,1217,24345.86,1,3,3
13219,0,1739,22055.85,1,4,3
13225,0,867,14260.52,1,1,1
13226,1,969,16176.72,2,1,1
13243,0,1231,16787.66,1,3,1
13246,0,852,23670.98,1,1,3
13252,0,2064,26511.29,1,4,3
13270,0,809,18828.35,1,1,2
13273,0,1279,20695.86,1,3,2
13278,1,1088,33259.67,2,2,4
13299,0,950,17579.5,1,1,1
13311,0,1711,20355.98,1,4,2
13344,0,1173,35903.28,1,3,4
13372,0,966,18455.31,1,1,2
13375,0,1566,19405.07,1,4,2
13384,0,1212,26190.829999999998,1,3,3
13392,0,1205,32113.29,1,3,4
13429,0,972,19435.35,1,1,2
13453,1,905,17659.74,2,1,1
13485,1,810,20250.77,2,1,2
13502,0,1773,18546.75,1,4,2
13508,0,914,19096.2,1,1,2
13536,0,975,27572.91,1,1,3
13611,0,1217,33193.15,1,3,4
13613,0,1462,36012.92,1,3,4
13633,0,1665,20123.04,1,4,2
13677,0,1300,32400.45,1,3,4
13690,2,1122,18559.08,2,2,2
13724,0,981,33271.31,1,1,4
13738,0,795,20648.33,1,1,2
13778,0,1062,19075.93,1,2,2
13798,0,1685,17973.4,1,4,2
13808,0,1993,31931.98,1,4,4
13822,2,1060,15591.01,2,2,1
13824,3,770,13961.89,3,1,1
13865,0,1253,15939.12,1,3,1
13881,0,1594,18162.329999999998,1,4,2
13886,0,1152,17765.75,1,2,2
13903,0,890,20335.57,1,1,2
13904,1,1491,15584.43,2,3,1
13927,0,1011,13709.56,1,2,1
13944,1,1250,19643.47,2,3,2
13977,0,1154,20745.81,1,2,2
13991,0,991,24408.24,1,2,3
13993,1,868,12884.61,2,1,1
14032,0,1302,16022.4,1,3,1
14036,0,885,38214.26,1,1,4
14040,0,1744,19432.99,1,4,2
14069,0,1842,28675.65,1,4,3
14073,0,990,32625.15,1,2,4
14074,0,876,11942.57,1,1,1
14084,0,911,20246.58,1,1,2
14097,0,987,13883.38,1,1,1
14101,0,1202,20765.94,1,3,2
14124,0,1367,30389.07,1,3,4
14135,1,1192,16769.95,2,3,1
14139,0,1378,23002.6,1,3,3
14147,1,1155,20247.58,2,3,2
14154,0,1031,17016.48,1,2,1
14160,0,1644,34155.31,1,4,4
14167,0,1153,27939.76,1,2,3
14179,1,1003,16752.78,2,2,1
14190,0,1217,16748.17,1,3,1
14202,0,1167,21299.77,1,3,3
14214,0,1982,33920.57,1,4,4
14243,0,844,18549.23,1,1,2
14270,0,903,22240.25,1,1,3
14272,0,1912,19500.86,1,4,2
14277,0,1507,34885.11,1,4,4
14289,0,1578,31599.76,1,4,4
14326,0,942,34479.73,1,1,4
14345,0,1100,29198.38,1,2,4
14358,1,1358,25598.899999999998,2,3,3
14360,1,995,19835.28,2,2,2
14362,0,906,13535.59,1,1,1
14372,0,1040,17442.78,1,2,1
14388,1,641,17031.26,2,1,1
14420,0,1511,20464.0,1,4,2
14424,0,1283,31334.5,1,3,4
14426,0,1208,17426.22,1,3,1
14446,0,984,17297.59,1,1,1
14448,2,1130,21006.98,2,2,2
14452,1,934,21800.63,2,1,3
14458,0,1244,20134.17,1,3,2
14460,0,1962,15749.93,1,4,1
14467,0,1983,17871.4,1,4,2
14468,1,817,24650.17,2,1,3
14496,0,1138,21230.45,1,2,3
14500,0,952,14088.11,1,1,1
14506,0,959,19960.53,1,1,2
14520,3,898,33416.43,3,1,4
14527,0,1117,27605.19,1,2,3
14534,0,1121,16052.06,1,2,1
14543,0,1163,16482.739999999998,1,3,1
14547,1,881,19014.18,2,1,2
14556,0,1581,32860.86,1,4,4
14563,0,1502,21132.579999999998,1,4,3
14577,0,2298,21277.77,1,4,3
14582,0,1233,17971.88,1,3,2
14590,0,952,32421.24,1,1,4
14593,0,1584,17940.71,1,4,2
14598,1,1022,31540.52,2,2,4
14601,0,1159,15975.86,1,3,1
14611,3,575,14211.36,3,1,1
14634,0,1191,21092.82,1,3,3
14662,0,1223,22603.83,1,3,3
14685,1,950,16205.61,2,1,1
14692,0,1146,17142.22,1,2,1
14697,0,857,22432.96,1,1,3
14724,0,1136,16189.67,1,2,1
14749,0,964,17992.28,1,1,2
14754,0,1558,32870.28,1,4,4
14769,0,1262,21276.32,1,3,3
14788,0,1698,16775.53,1,4,1
14793,1,775,14752.32,2,1,1
14837,0,1764,17652.96,1,4,1
14845,0,911,20550.51,1,1,2
14850,2,1223,34082.0,2,3,4
14865,1,1277,24176.77,2,3,3
14867,1,851,18644.71,2,1,2
14877,0,2503,34970.2,1,4,4
14879,0,1670,32261.85,1,4,4
14894,1,926,24506.1,2,1,3
14899,1,1266,13574.49,2,3,1
14913,0,1515,31596.32,1,4,4
14918,0,1012,31312.19,1,2,4
14929,0,945,19084.99,1,1,2
14930,2,779,36605.89,2,1,4
14935,0,1351,10626.65,1,3,1
14955,0,1224,34580.74,1,3,4
14995,1,746,21697.02,2,1,3
15063,0,912,29985.07,1,1,4
15078,0,1466,14556.18,1,3,1
15083,0,1716,24474.36,1,4,3
15086,0,1172,18571.74,1,3,2
15132,0,975,38242.67,1,1,4
15135,1,725,19337.53,2,1,2
15148,0,1624,23868.05,1,4,3
15165,0,1725,20827.98,1,4,2
15169,1,1085,29992.77,2,2,4
15171,0,982,16639.29,1,1,1
15173,0,1143,16392.69,1,2,1
15184,0,1439,27569.68,1,3,3
15197,0,1679,31728.55,1,4,4
15214,0,1371,28941.74,1,3,4
15219,0,1036,13779.91,1,2,1
15239,0,1735,21322.31,1,4,3
15240,0,1191,19763.52,1,3,2
15250,0,1335,30300.83,1,3,4
15258,0,1748,30459.96,1,4,4
15264,0,1192,27704.44,1,3,3
15265,1,1496,36225.56,2,3,4
15274,0,1621,17499.54,1,4,1
15277,0,1194,16226.65,1,3,1
15315,0,843,14496.43,1,1,1
15320,0,1661,21378.47,1,4,3
15343,0,947,16168.92,1,1,1
15347,0,1355,19792.12,1,3,2
15350,0,1475,34557.0,1,3,4
15353,0,1289,37143.96,1,3,4
15354,0,1599,25980.37,1,4,3
15377,0,869,16617.33,1,1,1
15381,0,985,15609.33,1,1,1
15382,0,1112,25570.2,1,2,3
15387,0,1133,38334.85,1,2,4
15393,0,900,17721.45,1,1,2
15400,1,961,15597.94,2,1,1
15418,0,1693,21809.84,1,4,3
15424,1,1023,18586.87,2,2,2
15431,1,974,14289.64,2,1,1
15438,0,1264,18335.86,1,3,2
15444,0,1159,17445.76,1,3,1
15454,0,1108,27994.59,1,2,3
15460,0,935,28982.1,1,1,4
15468,0,1718,20898.36,1,4,2
15471,0,1996,20089.62,1,4,2
15483,0,1014,34014.4,1,2,4
15501,0,1160,11601.37,1,3,1
15515,0,1061,25707.18,1,2,3
15538,0,1001,15246.06,1,2,1
15550,0,1202,28007.37,1,3,3
15575,1,822,29848.94,2,1,4
15585,1,1263,37506.77,2,3,4
15597,1,1326,20713.68,2,3,2
15613,0,1200,20170.22,1,3,2
15618,0,1654,20783.69,1,4,2
15629,0,1004,20295.7,1,2,2
15633,0,1043,20394.43,1,2,2
15663,0,1751,32418.93,1,4,4
15711,0,1680,28284.82,1,4,3
15717,0,1290,31829.14,1,3,4
15730,0,1087,19873.98,1,2,2
15737,2,1189,36872.85,2,3,4
15738,0,963,11692.79,1,1,1
15788,0,1089,32177.07,1,2,4
15823,0,1743,32354.27,1,4,4
15829,0,1514,17181.93,1,4,1
15838,0,1479,23125.54,1,3,3
15867,2,1278,37721.11,2,3,4
15880,0,1011,18961.08,1,2,2
15896,0,1780,23460.99,1,4,3
15911,0,2050,22016.55,1,4,3
15929,0,1679,23549.53,1,4,3
15935,0,1569,35236.96,1,4,4
15938,0,1148,34718.98,1,2,4
15944,0,1687,20382.69,1,4,2
15952,1,1036,20407.13,2,2,2
15954,0,985,29026.8,1,1,4
15964,0,882,26073.64,1,1,3
15975,0,1611,25700.02,1,4,3
16004,1,1033,31457.11,2,2,4
16006,0,1393,38476.99,1,3,4
16007,0,1966,34458.14,1,4,4
16015,0,1064,34224.28,1,2,4
16016,0,1751,26614.34,1,4,3
16019,0,938,21331.79,1,1,3
16020,0,1083,17906.81,1,2,2
16029,0,1435,32039.54,1,3,4
16034,0,1778,21916.34,1,4,3
16056,0,1240,23324.1,1,3,3
16066,0,1175,20066.63,1,3,2
16070,3,755,16343.08,3,1,1
16105,0,1413,16299.17,1,3,1
16128,1,1172,34621.81,2,3,4
16133,0,1073,29928.07,1,2,4
16141,0,1206,21791.98,1,3,3
16155,0,1725,23477.29,1,4,3
16183,0,864,13842.53,1,1,1
16187,0,1567,17750.61,1,4,2
16192,0,985,17968.91,1,1,2
16210,0,2039,19864.57,1,4,2
16213,2,1039,15678.99,2,2,1
16216,0,1152,34307.44,1,2,4
16246,0,1185,28296.86,1,3,3
16247,0,1496,17692.43,1,3,1
16249,0,1972,16805.73,1,4,1
16257,2,1203,24324.57,2,3,3
16272,0,1031,28706.23,1,2,3
16274,0,1049,20837.67,1,2,2
16275,0,1689,22874.21,1,4,3
16287,0,946,18309.64,1,1,2
16291,0,1896,19410.98,1,4,2
16299,0,1813,18992.3,1,4,2
16306,0,995,22407.9,1,2,3
16308,1,976,26722.420000000002,2,1,3
16318,0,1934,37241.28,1,4,4
16334,0,780,19526.14,1,1,2
16338,1,734,15318.87,2,1,1
16339,1,1073,21245.47,2,2,3
16357,0,1385,14661.31,1,3,1
16365,0,1028,13720.6,1,2,1
16367,0,1089,20497.24,1,2,2
16392,0,1197,19828.1,1,3,2
16401,0,1529,34471.29,1,4,4
16406,1,737,17800.17,2,1,2
16414,0,1048,23706.32,1,2,3
16419,0,1069,12942.26,1,2,1
16425,0,1118,24628.02,1,2,3
16429,0,878,30677.6,1,1,4
16444,0,896,25983.07,1,1,3
16464,1,1255,19668.9,2,3,2
16468,0,1039,20852.829999999998,1,2,2
16469,0,1473,23763.3,1,3,3
16475,0,1097,17907.35,1,2,2
16503,0,1218,16317.78,1,3,1
16506,0,1829,37943.65,1,4,4
16509,0,1077,36386.43,1,2,4
16523,1,801,25043.79,2,1,3
16532,0,776,19646.97,1,1,2
16539,1,977,29467.42,2,1,4
16544,0,1285,18591.35,1,3,2
16546,0,1134,22973.3,1,2,3
16588,0,1622,20608.93,1,4,2
16601,1,1024,18886.39,2,2,2
16615,3,796,14149.02,3,1,1
16616,0,1023,15796.94,1,2,1
16634,0,1129,33154.16,1,2,4
16638,1,939,15416.45,2,1,1
16647,2,799,15085.93,2,1,1
16649,1,1119,13231.05,2,2,1
16652,1,970,16027.19,2,1,1
16689,0,1054,20659.78,1,2,2
16698,0,1161,31062.88,1,3,4
16706,0,1179,33108.37,1,3,4
16709,0,1775,17229.01,1,4,1
16715,0,1116,20448.33,1,2,2
16731,0,1905,22239.8,1,4,3
16739,0,1737,23447.42,1,4,3
16751,0,1546,16240.81,1,4,1
16753,0,1787,24885.09,1,4,3
16779,0,1271,21277.59,1,3,3
16784,0,1821,26458.43,1,4,3
16801,0,1131,16011.28,1,2,1
16802,0,1475,19801.54,1,3,2
16817,0,1739,18893.35,1,4,2
16826,0,752,18518.72,1,1,2
16834,0,1464,17022.87,1,3,1
16870,0,1138,20206.68,1,2,2
16882,2,814,12582.47,2,1,1
16902,1,1482,20401.89,2,3,2
16907,0,1105,33333.840000000004,1,2,4
16913,0,957,18260.34,1,1,2
16918,0,2125,22526.02,1,4,3
16941,3,752,19003.97,3,1,2
16944,0,1580,21191.42,1,4,3
16952,0,1141,32112.79,1,2,4
16986,0,1473,21358.43,1,3,3
16993,0,2030,17238.01,1,4,1
16997,0,1028,18157.15,1,2,2
17004,0,1448,14755.66,1,3,1
17016,0,1834,18547.83,1,4,2
17025,0,1199,17693.86,1,3,1
17027,0,1832,19422.47,1,4,2
17034,1,1650,15651.84,2,4,1
17041,0,1660,16088.45,1,4,1
17052,0,1532,12392.61,1,4,1
17056,0,825,28095.48,1,1,3
17057,0,1031,30821.920000000002,1,2,4
17089,0,1921,32231.46,1,4,4
17098,0,961,16054.97,1,1,1
17127,0,864,24171.96,1,1,3
17130,0,1079,13863.52,1,2,1
17137,0,1202,20960.63,1,3,2
17143,0,969,18104.78,1,1,2
17151,0,1526,38236.46,1,4,4
17155,1,1168,22288.28,2,3,3
17158,0,1836,14317.83,1,4,1
17161,0,1286,14937.02,1,3,1
17163,0,1186,21960.52,1,3,3
17169,0,1322,30711.66,1,3,4
17181,0,1074,21474.32,1,2,3
17185,0,1382,19178.85,1,3,2
17191,0,1322,13530.24,1,3,1
17195,0,986,23387.09,1,1,3
17196,1,878,15980.18,2,1,1
17210,2,722,17310.53,2,1,1
17213,0,1035,19505.46,1,2,2
17225,0,1336,32139.36,1,3,4
17231,0,1001,17883.13,1,2,2
17243,0,885,13781.619999999999,1,1,1
17256,1,1099,23523.73,2,2,3
17259,0,1031,30315.28,1,2,4
17267,0,999,13009.63,1,2,1
17276,0,1254,22774.16,1,3,3
17287,0,1034,31512.68,1,2,4
17291,1,1062,34064.44,2,2,4
17294,0,1012,27425.97,1,2,3
17311,1,1088,28559.89,2,2,3
17323,0,1053,30417.94,1,2,4
17328,0,1877,19159.39,1,4,2
17360,0,1094,16242.44,1,2,1
17379,0,1295,39754.29,1,3,4
17382,0,1543,15905.64,1,4,1
17383,2,1030,13638.21,2,2,1
17397,1,792,18593.35,2,1,2
17398,0,2477,45141.37,1,4,4
17413,0,1137,15349.55,1,2,1
17419,0,1994,35051.89,1,4,4
17424,0,1018,37077.18,1,2,4
17427,1,851,17312.87,2,1,1
17434,0,1529,17607.94,1,4,1
17443,1,1214,28705.96,2,3,3
17467,1,1010,32206.829999999998,2,2,4
17469,0,989,24173.06,1,1,3
17479,0,1749,28694.28,1,4,3
17487,0,1474,15456.87,1,3,1
17517,0,803,34216.27,1,1,4
17526,0,1695,19864.24,1,4,2
17528,0,1369,29631.69,1,3,4
17539,0,1076,17374.75,1,2,1
17555,0,1715,27950.24,1,4,3
17569,0,853,17049.99,1,1,1
17608,0,1838,20043.45,1,4,2
17613,0,1124,30483.9,1,2,4
17622,0,1727,18128.93,1,4,2
17624,0,1661,20835.33,1,4,2
17647,1,1003,20416.39,2,2,2
17662,0,1897,32399.69,1,4,4
17670,1,718,20403.920000000002,2,1,2
17679,3,795,13503.17,3,1,1
17682,1,1053,16701.42,2,2,1
17707,0,2043,25388.36,1,4,3
17717,0,1691,19768.26,1,4,2
17730,0,1352,25317.31,1,3,3
17735,0,1098,16833.51,1,2,1
17741,0,1666,35826.28,1,4,4
17744,0,1574,20135.01,1,4,2
17750,0,1539,31206.57,1,4,4
17756,0,1441,34773.89,1,3,4
17761,0,1216,18945.84,1,3,2
17763,0,1544,19742.97,1,4,2
17765,2,1338,19827.17,2,3,2
17769,0,1520,20859.25,1,4,2
17781,0,1603,33294.37,1,4,4
17794,0,1059,14850.5,1,2,1
17813,0,1617,33224.8,1,4,4
17830,0,989,19535.36,1,1,2
17844,0,1389,19876.32,1,3,2
17857,0,1643,22006.9,1,4,3
17884,0,1092,21398.94,1,2,3
17905,0,971,16768.35,1,1,1
17938,0,1345,19682.08,1,3,2
17946,0,1912,22401.92,1,4,3
17947,0,1327,23093.89,1,3,3
17977,1,884,14992.77,2,1,1
18035,0,1666,19553.53,1,4,2
18041,1,1091,18968.68,2,2,2
18057,1,936,15418.970000000001,2,1,1
18061,0,1390,21773.24,1,3,3
18075,3,1003,24566.4,3,2,3
18105,0,1098,19958.74,1,2,2
18107,2,1046,22869.3,2,2,3
18114,0,1261,22579.68,1,3,3
18116,0,963,32343.52,1,1,4
18142,0,1204,29566.91,1,3,4
18153,0,1733,21599.92,1,4,3
18161,0,943,19902.12,1,1,2
18164,0,1183,21046.33,1,3,3
18168,1,1109,21585.47,2,2,3
18179,1,1138,28074.36,2,2,3
18195,0,945,17419.02,1,1,1
18199,0,1723,18574.32,1,4,2
18208,0,1556,32496.35,1,4,4
18219,0,1749,35264.51,1,4,4
18252,0,801,12603.01,1,1,1
18328,0,970,37897.37,1,1,4
18351,0,911,14088.12,1,1,1
18353,0,939,15066.57,1,1,1
18358,1,851,10335.21,2,1,1
18364,3,744,28979.0,3,1,4
18365,0,1151,36520.0,1,2,4
18399,0,1466,22318.24,1,3,3
18402,1,1253,33802.03,2,3,4
18405,0,1795,19925.24,1,4,2
18430,1,862,20304.22,2,1,2
18472,0,1649,31812.57,1,4,4
18488,0,1545,34124.76,1,4,4
18495,0,832,16802.43,1,1,1
18520,0,1209,32609.62,1,3,4
18528,0,1525,24165.14,1,4,3
18538,1,1064,20128.83,2,2,2
18545,0,1127,25569.23,1,2,3
18555,0,2053,20218.2,1,4,2
18595,0,1509,37468.8,1,4,4
18602,0,1755,32767.96,1,4,4
18604,0,865,15282.3,1,1,1
18634,0,2121,24512.32,1,4,3
18640,0,1032,32457.22,1,2,4
18648,0,793,27109.77,1,1,3
18654,0,1128,23278.17,1,2,3
18666,0,1663,16448.91,1,4,1
18690,0,1127,31053.57,1,2,4
18732,0,1218,12919.43,1,3,1
18754,0,1271,17465.17,1,3,1
18758,0,1609,20169.25,1,4,2
18761,0,1125,16837.05,1,2,1
18788,0,1366,18248.07,1,3,2
18793,0,1158,10384.47,1,3,1
18802,1,863,32081.99,2,1,4
18827,0,1036,42762.53,1,2,4
18834,0,815,27400.21,1,1,3
18836,0,1193,20346.44,1,3,2
18840,0,1205,16985.02,1,3,1
18852,0,1703,21941.36,1,4,3
18858,3,1128,18351.5,3,2,2
18860,0,1829,31329.43,1,4,4
18865,0,1948,25554.66,1,4,3
18881,0,1659,17182.93,1,4,1
18882,0,1839,16877.83,1,4,1
18909,0,1279,15196.45,1,3,1
18928,0,1547,31056.100000000002,1,4,4
18945,0,1252,32770.89,1,3,4
18981,2,640,14213.24,2,1,1
18986,0,1431,29548.06,1,3,4
18987,2,820,12830.28,2,1,1
18993,0,803,17823.35,1,1,2
19005,0,953,10304.17,1,1,1
19014,0,1041,17729.69,1,2,2
19015,0,1487,20221.5,1,3,2
19027,0,1231,31413.29,1,3,4
19036,0,840,11570.96,1,1,1
19071,0,1219,24317.27,1,3,3
19079,1,1137,18687.84,2,2,2
19093,0,1055,19317.25,1,2,2
19124,0,926,32257.88,1,1,4
